pub_id,name,business_description,first_timestamp,parent_dataset,keywords,frequency,basis_document,comments
Статистика/175,Внешняя торговля Российской Федерации услугами по способам поставки,"Сводная статистика внешнеторгового оборота услугами, агрегированная по категориям услуг и направлениям (экспорт, импорт). Данные детализированы по способам поставки и включают основные сектора экономики: транспорт, строительство, финансовые и деловые услуги, а также поездки. Показатели представлены в миллионах долларов США и позволяют анализировать структуру и динамику международных расчетов в сфере услуг.",Первый доступный год в наборе данных — 2019.,Внешняя торговля услугами,внешняя торговля; услуги; экспорт; импорт; способы поставки; транспортные услуги; строительство; финансовые услуги; деловые услуги; поездки; международные расчеты; экономическая статистика; валютный контроль; торговый баланс,ежегодная,не указан,Способы поставки в заголовках столбцов обозначены цифрами (1–4) без текстовой расшифровки в теле таблицы; данные исключают государственные услуги.
Статистика/174,Внешняя торговля Российской Федерации услугами в распределении по размеру предприятий-резидентов,"Сводная статистика внешнеторгового оборота услуг Российской Федерации, разбитая по видам услуг и направлениям (экспорт, импорт). Данные детализированы по категориям предприятий-резидентов: микропредприятия, малые, средние и крупные компании. Показатели представлены в миллионах долларов США и исключают операции индивидуальных предпринимателей и физических лиц. Набор охватывает ключевые сектора, включая транспорт, строительство, финансовые услуги и туризм.",Первый доступный год публикации в наборе — 2022.,Внешняя торговля услугами,внешняя торговля; услуги; экспорт; импорт; предприятия-резиденты; микропредприятия; малые предприятия; средние предприятия; крупные предприятия; транспортные услуги; финансовые услуги; строительство; интеллектуальная собственность; деловые услуги; туризм,ежегодная,не указан,"Данные исключают услуги, оказанные индивидуальными предпринимателями и физическими лицами."
Статистика/172,Денежная масса,"Ежемесячная статистика объёма денежной массы M2 по национальному определению в разрезе наличных денег в обращении вне банковской системы и депозитов. Публикация включает абсолютные значения показателей в миллиардах рублей, а также темпы и абсолютный прирост к началу года, к соответствующему месяцу предыдущего года и к предыдущему месяцу. Данные представлены в виде временных рядов денежных агрегатов.",Первое формирование публикации не определено из-за отсутствия актуальных данных за 2026 год и устаревшей даты обновления в источнике (29.01.2021).,Денежно-кредитная и финансовая статистика,денежная масса; M2; национальное определение; наличные деньги; депозиты; абсолютный прирост; темп прироста; статистика; денежные агрегаты; обращение; банковская система,ежемесячная,не указан,"В предоставленном файле данные актуальны только по состоянию на 29.01.2021, информация за 2026 год отсутствует, текст содержит признаки повреждения при конвертации."
Статистика/169,"Отчет по результатам ежегодного мониторинга значений страховых тарифов, применяемых при обязательном страховании гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров, и их обоснованности, а также воздействие данного вида страхования на развитие субъектов предпринимательской деятельности в сфере транспорта","Аналитический отчет, содержащий результаты мониторинга страховых тарифов по обязательному страхованию гражданской ответственности перевозчика (ОСГОП) за период с 2013 по 2024 год. Данные включают расчет частоты наступления страховых случаев и средних размеров возмещений по рискам жизни, здоровья и имущества для различных видов транспорта. Публикация содержит сравнение расчетных и действующих тарифов, выводы об их обоснованности и оценку влияния страхования на развитие транспортной отрасли. В приложении представлены детальные статистические таблицы с динамикой премий, выплат и треугольниками развития убытков.",Первый отчет в серии был сформирован за период 2013–2016 годов.,Страхование,ОСГОП; страховые тарифы; гражданская ответственность перевозчика; страховая премия; страховые выплаты; частота убытков; виды транспорта; мониторинг тарифов; треугольник убытков; рисковая надбавка; нетто-ставка; пассажирские перевозки; страховой риск; транспортная отрасль,ежегодная,"Федеральный закон от 14.06.2012 № 67‑ФЗ ""Об обязательном страховании гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров и о порядке возмещения такого вреда, причиненного при перевозках пассажиров метрополитеном""",не указан
Статистика/180,Кибермошенничество: портрет пострадавшего,"Аналитический обзор результатов ежегодного опроса о финансовом кибермошенничестве, раскрывающий демографический и социальный профиль жертв. Материал содержит статистику по каналам связи и методам обмана, размерам причиненного ущерба и источникам похищенных средств. Приведены данные о действиях граждан под влиянием злоумышленников и статистика обращений за защитой прав. Разъяснены законодательные нормы о возмещении ущерба банками, вступившие в силу в 2024 году.",Первое формирование публикации зафиксировано в 2023 году.,Информационная безопасность,кибермошенничество; финансовое мошенничество; опрос Банка России; пострадавшие; ущерб; возмещение средств; телефонное мошенничество; СМС-мошенничество; Госуслуги; фишинг; информационная безопасность; защита прав потребителей; банковские переводы; статистика преступлений; демография жертв,ежегодная,"По действующему с июля 2024 года закону банк обязан возместить клиенту похищенные деньги, если не приостановил на 2 дня перевод на подозрительный счет из базы данных Банка России",не указан
Статистика/178,Показатели деятельности страховщиков на основе Отчета о структуре финансового результата в разрезе по страховщикам,"Статистика страховых премий и выплат по договорам страхования жизни и иному страхованию в разрезе отдельных страховых организаций. Данные включают показатели валовых премий и выплат, объем операций по перестрахованию (переданных и принятых), а также расчетные значения в режиме нетто-перестрахования. Информация детализирована по учетным группам: накопительное, инвестиционное, пенсионное страхование жизни, а также по видам имущественного, личного и ответственностного страхования (ОСАГО, ДМС, агрострахование и др.).",Первое формирование публикации в текущем наборе данных относится к первому кварталу 2024 года.,Страхование,страховые премии; выплаты; перестрахование; страхование жизни; нетто-перестрахование; страховщики; учетные группы; ОСАГО; ДМС; страхование имущества; страхование ответственности; агрострахование; финансовый результат; сострахование; доля перестраховщиков,ежеквартальная,Закон Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации»; форма ОКУД 0420162,"Данные представлены в тысячах рублей. В показателях инвестиционного страхования жизни и перестраховочных операциях могут встречаться отрицательные значения, отражающие корректировки или возвраты. Для некоторых показателей применяется методика неразглашения данных по отдельным страховщикам."
Статистика/181,Коэффициенты для корректировки резервируемых обязательств и обязательных резервов,"Справочный материал, содержащий актуализированные значения корректировочных коэффициентов для обязательств по долговым ценным бумагам и операций с центральным контрагентом. Данные дифференцированы по валюте обязательств, включая разделение на рубли, иностранную валюту и валюты недружественных стран. Публикация включает хронологию изменения правил корректировки обязательных резервов на наличные денежные средства в рублях и цифровые рубли с указанием периодов действия. Информация структурирована по временным интервалам и типам кредитных организаций для корректного расчета нормативов.",Период охвата данных начинается с 2009 года.,"Ликвидность банковского сектора, инструменты денежно-кредитной политики и другие операции Банка России",обязательные резервы; корректировочный коэффициент; долговые ценные бумаги; центральный контрагент; наличные денежные средства; цифровые рубли; кредитные организации; валютные обязательства; нормативные акты; денежно-кредитная политика; недружественные страны; резервируемые обязательства,разовая,Положение Банка России от 18.02.2025 № 852-П «Об обязательных резервах»,не указан
Статистика/183,Контрагенты по операциям,"Статистика количества кредитных организаций, заключивших с Банком России депозитные договоры, кредитные договоры и участвующих в операциях репо. Данные представлены в разрезе субъектов Российской Федерации и федеральных округов с ежемесячной детализацией. Публикация также включает сведения о количестве кредитуемых корреспондентских счетов и субсчетов кредитных организаций в валюте РФ. Охватывает период с 2018 года по апрель 2026 года.",Первое формирование публикации зафиксировано в 2018 году.,"Ликвидность банковского сектора, инструменты денежно-кредитной политики и другие операции Банка России",кредитные организации; депозитные договоры; кредитные договоры; операции репо; корреспондентские счета; субсчета; регионы; субъекты РФ; федеральные округа; денежно-кредитная политика; статистика; количество контрагентов; валюта РФ,ежемесячная,не указан,не указан
Статистика/184,Условия проведения депозитных аукционов,"Справочный материал описывает назначение, условия и процедуру проведения депозитных операций Банка России с кредитными организациями. Документ детализирует механизмы депозитных аукционов и депозитов овернайт постоянного действия как инструментов абсорбирования ликвидности и управления процентными ставками. Приведены ключевые характеристики операций, включая сроки, ставки, порядок начисления процентов и требования к участникам. Содержится информация о штрафных санкциях за неразмещение и контактные данные ответственных подразделений.",не определён,"Ликвидность банковского сектора, инструменты денежно-кредитной политики и другие операции Банка России",депозитные операции; ликвидность; денежно-кредитная политика; депозитные аукционы; депозиты овернайт; процентная ставка; кредитные организации; корреспондентский счет; штраф за неразмещение; досрочный возврат; Российский рубль,разовая,Договор об общих условиях проведения депозитных операций,не указан
Статистика/2,"Ценные бумаги, принимаемые по репо","Актуальный реестр ценных бумаг, принимаемых Банком России в качестве обеспечения по операциям РЕПО. Данные включают перечень эмитентов, идентификаторы бумаг (ISIN, номер госрегистрации), даты погашения и рыночные котировки. Для каждой позиции указаны параметры дисконта для операций сроком до и свыше 1 месяца, а также механизм предоставления ликвидности (ОМ или ДМ).",Первое формирование публикации не определено на основе предоставленных данных.,"Ликвидность банковского сектора, инструменты денежно-кредитной политики и другие операции Банка России",ценные бумаги; репо; обеспечение; дисконт; рыночная цена; ISIN; эмитент; ликвидность; ОМ; ДМ; облигации; ММВБ; скидка; котировки; реестр,ежедневная,не указан,"Значение рыночной цены 0 означает, что бумага не принимается в обеспечение по операциям РЕПО с Банком России."
Статистика/185,Максимальные ставки на депозитных аукционах (по датам изменений),"Справочная информация о целях, условиях и процедурах проведения депозитных операций Банка России с кредитными организациями. Включает описание механизмов депозитных аукционов и операций овернайт постоянного действия как инструментов управления ликвидностью и процентными ставками. Содержит сведения о порядке заключения договоров, начисления процентов, условиях досрочного возврата средств и взыскания штрафов. Приведены контактные данные структурных подразделений, ответственных за методологические и операционные вопросы.",не определён,"Ликвидность банковского сектора, инструменты денежно-кредитной политики и другие операции Банка России",депозитные операции; ликвидность; денежно-кредитная политика; депозитные аукционы; депозиты овернайт; процентная ставка; кредитные организации; штраф за неразмещение; досрочный возврат; российский рубль,разовая,Договор об общих условиях проведения депозитных операций,не указан
Статистика/20,"Сведения по кредитам нефинансовым организациям в рублях, долларах США, евро и юанях","Ежемесячная статистика средневзвешенных процентных ставок и структуры объемов кредитования нефинансовых организаций в Российской Федерации. Данные представлены в разрезе четырех валют: российский рубль, доллар США, евро и китайский юань. Информация детализирована по срокам кредитования и включает отдельную группу показателей для субъектов малого и среднего предпринимательства. Набор позволяет анализировать динамику стоимости заемных средств и структуру кредитного портфеля банковского сектора.",Первое формирование публикации относится к январю 2014 года.,Банковский сектор,кредиты; нефинансовые организации; процентные ставки; структура кредитования; МСП; валютное кредитование; рубль; доллар США; евро; юань; срочность; банковский сектор; статистика,ежемесячная,не указан,"Данные по кредитам в юанях представлены с января 2023 года, в то время как статистика по другим валютам охватывает период с января 2014 года."
Статистика/182,"Процентные ставки по специальным механизмам, механизму экстренного предоставления ликвидности и безотзывным кредитным линиям","Ежедневная статистика процентных ставок по кредитам Банка России в рамках специальных механизмов поддержки несырьевого экспорта, крупных инвестиционных проектов и субъектов малого и среднего предпринимательства. Данные включают динамику ставок в процентах годовых по программам с участием АО «ЭКСАР», АО «МСП Банк» и механизмам поддержки лизинга. Публикация отражает текущие условия кредитования, включая программы с приостановкой или прекращением выдачи кредитов, а также ставки по механизму экстренного предоставления ликвидности.",Первое формирование публикации в текущем цикле зафиксировано 21.04.2026.,"Ликвидность банковского сектора, инструменты денежно-кредитной политики и другие операции Банка России",процентные ставки; специальные механизмы; ЭКСАР; инвестиционные проекты; МСП; кредитование; ликвидность; рефинансирование; поддержка экспорта; лизинг; КБО; динамика ставок; безотзывные кредитные линии; экстренная ликвидность; поручительства,ежедневная,"постановление Правительства Российской Федерации от 14 декабря 2010 года № 1016 «Об утверждении правил отбора инвестиционных проектов и принципалов для предоставления государственных гарантий Российской Федерации по кредитам либо облигационным займам, привлекаемым на осуществление инвестиционных проектов»",Часть программ имеет статус приостановки или прекращения выдачи кредитов; значения по некоторым показателям отсутствуют в таблице.
Статистика/21,Информационно-статистический сборник «Финансовые счета системы национальных счетов Российской Федерации»,"Ежегодная статистика финансовых операций и балансов финансовых активов и обязательств по секторам экономики Российской Федерации в рамках системы национальных счетов. Данные детализированы по институциональным секторам (внутренняя экономика, государственный сектор, домашние хозяйства, нефинансовые и финансовые корпорации, остальной мир) и видам финансовых инструментов. Публикация включает показатели чистого кредитования/заимствования, объемы операций с монетарным золотом, депозитами, ценными бумагами, кредитами и акциями. Материалы содержат методологические комментарии и аналитический обзор ключевых событий макроэкономической динамики.",Первый выпуск сборника с данными за 2012 год был сформирован в 2020 году.,Финансовые счета и балансы финансовых активов и обязательств системы национальных счетов Российской Федерации,финансовые счета; система национальных счетов; СНС; чистое кредитование; финансовые активы; обязательства; институциональные сектора; финансовые инструменты; банковская система; домашние хозяйства; государственное управление; нефинансовые организации; остальной мир; макроэкономическая статистика; баланс активов,ежегодная,Федеральный закон от 10.07.2002 № 86‑ФЗ «О Центральном банке Российской Федерации (Банке России)»,Данные представлены в млрд рублей; показатель чистого кредитования также приводится в процентах к ВВП; включает детальную классификацию инструментов F1–F8 и секторов S1–S2.
Статистика/23,Финансовые активы и обязательства домашних хозяйств по отдельным финансовым инструментам,"Ежемесячная статистика финансовых активов и обязательств сектора «Домашние хозяйства» с детализацией по видам инструментов: наличная валюта, депозиты, ценные бумаги, счета эскроу, страховые и пенсионные резервы. Публикация включает данные об остатках на отчетную дату, а также объемы операций за месяц, с начала года и за 12 месяцев. Отдельно представлена динамика задолженности по ипотечным, потребительским и автокредитам, а также займам микрофинансовых организаций. Данные приводятся в миллиардах рублей и служат основой для расчета показателя сбережений в системе национальных счетов.",Первое формирование публикации в текущем виде зафиксировано в феврале 2026 года.,Показатель сбережений сектора «Домашние хозяйства»,домашние хозяйства; финансовые активы; финансовые обязательства; депозиты; ипотечные кредиты; потребительские ссуды; автокредиты; ценные бумаги; счета эскроу; займы МФК; сбережения; система национальных счетов; Семейная ипотека,ежемесячная,не указан,Включает оценочные данные по депозитам в банках-нерезидентах; операции по потребительским ссудам рассчитаны без учета продажи кредитов банками; в состав ипотечных кредитов включены проданные ипотечным агентам с учетом погашения.
Статистика/3,Депозиты кредитных организаций в Банке России,"Ежедневная статистика объемов депозитов кредитных организаций в Банке России на начало дня. Данные представлены в миллионах рублей с группировкой по срокам, оставшимся до возврата средств (до востребования, до 7 дней, от 8 до 30 дней). Публикация охватывает период с 2013 по 2022 год и отражает динамику ликвидности банковского сектора.",Первый доступный период данных охватывает 2013 год.,"Ликвидность банковского сектора, инструменты денежно-кредитной политики и другие операции Банка России",депозиты; кредитные организации; сроки возврата; ликвидность; объемы; статистика; деньги; архив данных; банковский сектор; денежно-кредитная политика,ежедневная,не указан,Данные представлены в архивном формате за период 2013–2022 годов; в выборке за декабрь 2022 года значения по депозитам до востребования отсутствуют.
Статистика/37,Итоги аукционов репо,"Справочный материал, описывающий механизм, условия и правила проведения операций репо Банком России для управления ликвидностью банковского сектора. Содержит детализацию типов аукционов, требований к участникам рынка и критериев допуска ценных бумаг, включая систему кредитных рейтингов и дисконтов. Представлены параметры управления рисками через компенсационные взносы, а также ключевые показатели: спред к ключевой ставке, сроки сделок и предельные значения дисконтов.",не определён,"Ликвидность банковского сектора, инструменты денежно-кредитной политики и другие операции Банка России",операции репо; ликвидность; денежно-кредитная политика; аукционы репо; кредитные организации; кредитный рейтинг; дисконт; компенсационный взнос; Ломбардный список; ключевая ставка; спред; Московская Биржа; НРД; НКЦ,не определена,не указан,не указан
Статистика/26,Макроэкономический опрос Банка России,"Ежемесячные агрегированные результаты опроса профессиональных экономистов по ключевым макроэкономическим показателям Российской Федерации. Данные включают медианные прогнозы и статистические характеристики распределения мнений по инфляции, темпам роста ВВП, ключевой ставке, уровню безработицы, заработной плате, бюджетному и торговому балансам, курсу валют и ценам на нефть. Публикация охватывает фактические значения за прошлые периоды и прогнозные оценки на горизонт до 2028 года, а также оценки нейтральной ставки и долгосрочного роста экономики. В набор включены календарь проведения опросов, форма анкеты и аналитический обзор с графической визуализацией динамики ожиданий.",Первый опрос в представленной выборке был проведен в мае 2021 года.,Денежно-кредитная политика,макроэкономический опрос; прогноз ВВП; инфляция; ключевая ставка; безработица; заработная плата; бюджетный баланс; экспорт; импорт; курс валюты; цена нефти; нейтральная ставка; CDS-спред; экспертные оценки; монетарная политика,ежемесячная,в соответствии с законодательством Российской Федерации,"Данные представлены в виде медианы, среднего и процентилей распределения ответов экспертов; в состав публикации входят как агрегированные таблицы, так и аналитический обзор с текстовым комментарием и графиками."
Статистика/33,"Сведения по кредитам физическим лицам в рублях, долларах США и евро","Ежемесячная статистика средневзвешенных процентных ставок и структуры оборотов по кредитам, предоставленным кредитными организациями физическим лицам. Данные сегментированы по валюте (рубли, доллары США, евро), сроку кредитования и типу продукта, включая выделенную группу автокредитов. Разрезы по срокам варьируются от краткосрочных кредитов до востребования до долгосрочных обязательств свыше трех лет. Информация охватывает период с января 2014 года по декабрь 2025 года и отражает динамику стоимости кредитования в банковском секторе.",Первый период наблюдения в наборе данных — январь 2014 года.,Банковский сектор,кредиты; физические лица; процентные ставки; структура оборотов; автокредиты; рубли; доллары США; евро; банковский сектор; кредитные организации; срок кредитования; средневзвешенная ставка,ежемесячная,не указан,Данные по продуктам со сроком один месяц учитываются исходя из количества календарных дней отчетного месяца.
Статистика/4,Условия предоставления кредитов постоянного действия,"Методологическое описание и справочные данные по операциям Банка России по предоставлению и погашению обеспеченных кредитов кредитным организациям. Публикация детализирует цели операций, классификацию механизмов предоставления ликвидности, критерии допуска контрагентов и требования к кредитным рейтингам. Содержит информацию о порядке документооборота, правилах начисления процентов, механизмах погашения и формировании пулов обеспечения. Описаны виды активов, принимаемых в качестве обеспечения, методика оценки их стоимости и применение поправочных коэффициентов.",не определён,Обеспеченные кредиты Банка России,обеспеченные кредиты; ликвидность; кредитные аукционы; ломбардные кредиты; права требования; пул обеспечения; кредитный рейтинг; процентная ставка; погашение кредита; нерыночные активы; денежно-кредитная политика; контрагенты; поправочный коэффициент; корсчета; документооборот,не определена,"Указание Банка России от 15 сентября 2021 года № 5930-У ""О форме и условиях рефинансирования кредитных организаций под обеспечение""",не указан
Статистика/38,Прогноз факторов формирования ликвидности банковского сектора,"Расчетные значения ключевых показателей, влияющих на ликвидность банковского сектора, включая изменение наличных денег в обращении, остатков средств расширенного правительства и обязательных резервов кредитных организаций. Данные представлены в разрезе временных периодов для оценки сальдо операций Банка России по предоставлению или абсорбированию ликвидности. На основе прогноза определяется лимит по рыночным операциям Банка России на срок одна неделя. Публикация включает пояснения к методике расчета и экономическому смыслу индикаторов.",Первый доступный прогноз в наборе данных охватывает период с 30.12.2020 по 12.01.2021.,"Ликвидность банковского сектора, инструменты денежно-кредитной политики и другие операции Банка России",ликвидность банковского сектора; рыночные операции; абсорбирование ликвидности; обязательные резервы; наличные деньги; расширенное правительство; прогноз; лимит операций; сальдо операций; эмиссия; изъятие наличности,разовая,материале «Об определении лимитов по рыночным операциям Банка России по предоставлению (абсорбированию) ликвидности»,"Знак «+» в показателях характеризует изъятие наличных денег или снижение остатков, знак «-» — эмиссию или увеличение остатков; знак «-» в сальдо операций означает абсорбирование, знак «+» — предоставление ликвидности."
Статистика/36,Объемы предоставленных кредитов,"Ежемесячная статистика об объемах кредитов, предоставленных Банком России кредитным организациям, с детализацией по видам кредитования. Данные включают показатели по выкупным сделкам с ценными бумагами, кредитам овернайт, ломбардным кредитам, а также кредитам под нерыночные активы, предоставляемым на открытом рынке и в рамках директивных механизмов. Публикация охватывает период с января 2007 года по март 2026 года и содержит агрегированные данные по годам. Информация представлена в миллионах рублей и используется для анализа динамики денежно-кредитной политики и структуры рефинансирования банковской системы.",Первое формирование публикации относится к январю 2007 года.,Обеспеченные кредиты Банка России,кредиты Банка России; рефинансирование; ВДК; ломбардные кредиты; кредиты овернайт; нерыночные активы; объем кредитования; денежно-кредитная политика; кредитные организации; золото; специализированные механизмы; открытый рынок; директивные механизмы,ежемесячная,"Указание № 4385-У от 24.05.2017 «О признании утратившим силу отдельных нормативных актов Банка России о порядке предоставления кредитов Банка России, обеспеченных золотом»","Информация по кредитам, обеспеченным золотом, не предоставляется с 01.07.2017. До 15.10.2023 объемы кредитов под нерыночные активы публиковались в столбце «Другие кредиты». Методология публикации претерпевала изменения в разные периоды."
